sample_id,temperate.deciduous.growth_resp_factor,temperate.deciduous.root_respiration_rate,temperate.deciduous.root_turnover_rate,temperate.deciduous.SLA,temperate.deciduous.leafC,temperate.deciduous.stem_respiration_rate,temperate.deciduous.extinction_coefficient,temperate.deciduous.half_saturation_PAR,temperate.deciduous.fine_root_respiration_Q10,temperate.deciduous.coarse_root_respiration_Q10,temperate.deciduous.fracLeafFall,temperate.deciduous.Vm_low_temp,temperate.deciduous.psnTOpt,temperate.deciduous.AmaxFrac,temperate.deciduous.leaf_turnover_rate,temperate.deciduous.leaf_allocation_fraction,temperate.deciduous.root_allocation_fraction,temperate.deciduous.wood_allocation_fraction,temperate.deciduous.wood_turnover_rate,temperate.deciduous.Amax,temperate.deciduous.dVpdExp,temperate.deciduous.dVPDSlope,temperate.deciduous.leafWHC,temperate.deciduous.wueConst,temperate.deciduous.leafGrowth,temperate.deciduous.GDD,temperate.deciduous.veg_respiration_Q10,temperate.deciduous.leaf_respiration_rate_m2,grass.growth_resp_factor,grass.leaf_turnover_rate,grass.root_respiration_rate,grass.SLA,grass.Vm_low_temp,grass.root_turnover_rate,grass.Amax,grass.leafC,grass.AmaxFrac,grass.psnTOpt,grass.stem_respiration_rate,grass.extinction_coefficient,grass.GDD,grass.half_saturation_PAR,grass.dVPDSlope,grass.dVpdExp,grass.veg_respiration_Q10,grass.fine_root_respiration_Q10,grass.coarse_root_respiration_Q10,grass.fracLeafFall,grass.leafGrowth,grass.leaf_respiration_rate_m2,dummy,ic_ensemble,met_ensemble
11,0.24819970599616809,8.82643633665198,0.4690817111227683,15.02618572900366,46.68598135547059,93.75,0.455,8.3125,4.775,2.525,0.994375,0.875,38.33881238107406,0.9158675189784586,0.96875,0.21031928487276408,0.06312441491970662,0.4807650216800705,0.004316707371323359,3.8448935603404713,1.6875,0.05625,0.1625,12.50837647864478,140.05155795018953,NA,2.1397812673039383,0.5367019667754447,0.4134961438637156,2.082843903068618,35.223124544280644,10.786553423050853,-1.9658794556474541,0.23503667060341282,6.0062815246273455,47.67075726155932,0.69375,12.797455627691933,31.25,0.425,750,5.4375,0.235,1.125,2.375,2.525,2.9749999999999996,0.993125,204.75,0.25,0.1875,19,1
12,0.20251046462881325,7.835770808845671,5.110622396653766,15.3326111247249,46.59364855305714,81.25,0.425,11.1875,1.625,4.775,0.998125,-0.875,48.343225164862744,0.8945842335722703,0.78125,0.18112891502256712,0.06795093099349458,0.3828680693942996,0.004655608230319471,4.929863610766617,1.0625,0.09375,0.2375,13.390991824170108,93.17926684008995,NA,1.996520419900026,0.5921394704734706,0.35955664600791604,0.4539645536828105,26.400999250550637,12.443882055573347,-2.612853440981124,0.06746541801928103,8.012473744980197,48.92924273844068,0.8812500000000001,12.12882262565879,18.75,0.455,250,19.8125,0.08499999999999999,2.375,2.225,2.075,1.625,0.994375,236.25,0.13461538461538464,0.0625,17,7
13,0.4159472749654223,9.140830890282848,1.3698781625721743,13.685242146087015,46.74317557909136,31.25,0.5449999999999999,22.6875,3.425,2.9749999999999996,0.993125,6.125,34.882118481180576,0.8394600087958476,0.53125,0.1483679203566934,0.044570603361658676,0.5420091498027848,0.006660461737173549,7.112375902010419,1.5625,0.043750000000000004,0.1375,9.982997816961953,165.35061571505364,NA,1.713296379922268,0.7836139952245553,0.6523008385507942,1.596781699222009,-18.617284796485787,5.5642672049056205,-3.9887764111146695,0.3492692414554098,6.906518875495356,42.16351782258981,0.73125,15.155081021856741,68.75,0.575,650,8.3125,0.20500000000000002,1.375,1.625,3.875,3.425,0.999375,110.25,0.2884615384615385,0.5625,7,2
14,0.29552369335586204,8.528018620944593,0.7761745606608824,16.0434345731812,46.65076437327412,56.25,0.605,5.4375,2.525,2.075,0.995625,2.625,61.946349179547,0.7891423271791427,0.90625,0.16819865745072013,0.058277717560423145,0.3177786810523488,0.005366151761356763,6.123353685997738,1.8125,0.06875,0.1875,16.441241291844747,60.26681152757248,NA,1.5170782810395227,0.6820494598311708,0.24497599371245737,3.0103021604775932,45.82594431438126,9.213446576949147,-3.3426893153898294,0.16138115846284223,6.429310269312748,51.8485862360755,0.65625,13.466176792056629,93.75,0.395,850,25.5625,0.14500000000000002,1.875,1.925,2.9749999999999996,2.525,0.996875,173.25,0.21153846153846156,0.8125,2,10
15,0.0918586361717804,10.13233763104239,2.2651294756875293,14.70335477615431,46.52912911772643,6.25,0.485,16.9375,4.325,3.875,0.990625,-4.375,41.47464576120628,0.8669899320945798,0.65625,0.19633214174792069,0.08000023076327545,0.44305490855099083,0.003931817442474393,8.555809219582779,1.3125,0.018750000000000003,0.2875,11.707263899378638,121.97811982787071,NA,1.8426995506803796,0.44666855716091075,0.47180940384306447,0.9552384599821603,9.205069616271201,17.67060272176273,-5.034120544352546,1.218077809803415,7.328967720824057,46.34489435554132,0.80625,10.24051171049633,43.75,0.515,450,14.0625,0.025,2.875,2.5250000000000004,4.775,4.325,0.991875,47.25,0.3653846153846154,0.3125,12,5
16,0.11036588931049297,8.602853468066256,3.3985246827947315,14.94837549794783,46.55635841084524,34.375,0.5075000000000001,23.40625,4.2125,2.8625,0.9940625,4.8125,54.704801831588576,0.815224260518762,0.890625,0.17952294826826543,0.047210425932731004,0.4046221007955513,0.0044035251155102925,6.247970565040751,1.34375,0.096875,0.11875000000000001,11.509449484908108,103.48141735434247,NA,1.930604376022215,0.7161354170632228,0.34619995076507376,2.682192888801417,71.79163288259195,15.04995084624791,-4.8180108973035365,0.17733710083642962,7.669767207070569,47.351191562684846,0.834375,12.299918003984882,53.125,0.4625,425,11.90625,0.1675,2.5625,2.4875,3.0875,2.8625,0.9915625,39.375,0.1826923076923077,0.59375,7,8
17,0.30807142436050017,10.444024788939114,1.1320866643419374,16.463074776541273,46.67619298840583,84.375,0.3875,11.90625,2.4124999999999996,4.6625,0.9990625,-2.1875,39.13376818016347,0.876671521570157,0.640625,0.1424191659268356,0.06921172287980037,0.23838459086825603,0.0059887423063038035,8.971710443062863,1.84375,0.046875,0.21875,15.776839879158532,197.88195264232954,NA,1.6576973092072058,0.5196069531749747,0.6165205936941075,0.8888507770958268,20.12711168661171,7.988749673391373,-3.2627978906712123,1.80392452208992,6.746363442517646,53.57204358921415,0.684375,15.459493481415072,3.125,0.5825,825,23.40625,0.0475,1.5625,1.8875,4.8875,4.6625,0.9965625,165.375,0.33653846153846156,0.09375,17,3
18,0.4370984501596674,7.940793049816435,0.5550151233699456,14.195718780266207,46.614487102747944,9.375,0.4475,17.65625,3.3125,3.7625,0.9915625,-5.6875,45.54294862165025,0.9090911126090638,0.765625,0.1664308442204711,0.08214581293778478,0.47026302144320997,0.005081526553681249,5.114680553027149,1.59375,0.07187500000000001,0.26875,9.71079521866952,74.98298980730259,NA,1.7947574083185287,0.6271487485505438,0.2276514721508694,0.392131379431469,37.62798783431124,3.4099455134823167,-3.9022500653217254,0.07700969125668626,6.147586422162598,44.26003932300167,0.609375,13.641476817034345,28.125,0.4025,625,6.15625,0.1075,1.0625,1.5875,2.1875,1.9625,0.9990625,102.375,0.10576923076923078,0.34375,12,6
19,0.21398732493480624,9.2265331327062,1.8622921584623804,15.571169766969222,46.44288477783825,59.375,0.5675,6.15625,1.5125,1.9625,0.9965625,1.3125,31.493421706971816,0.8505181416820654,0.515625,0.19398578571681468,0.05951941866641574,0.34476605006033817,0.0035424358666938252,7.244779461141745,1.09375,0.021875000000000002,0.16875,13.156734806668478,135.0902107486702,NA,2.2150673667869865,0.8435734160613473,0.45650520317228094,1.500180993147311,1.5492454533534499,11.186010546643939,-2.490009830750418,0.38909293124054867,7.164473995431526,49.9090002612869,0.759375,10.605132234907257,78.125,0.5225,225,17.65625,0.2275,2.0625,2.1875,3.9875,3.7625,0.9940625,228.375,0.25961538461538464,0.84375,2,1
20,0.2597311559267899,7.4270968782435975,1.4566448166497694,14.615352817267512,46.643115213829454,71.875,0.5375,14.78125,4.6625,3.3125,0.9903125,-0.4375,66.96775129733413,0.8353851611883423,0.703125,0.18616173385216106,0.07476935139683016,0.521617372310683,0.0040363699843279635,6.735973886521486,1.71875,0.034375,0.24375,12.30415018627345,89.73502284698907,NA,2.0232192260361526,0.6710699141449211,0.2911069369813851,0.6369692129978244,-12.865418974472203,12.89566081127778,-1.637268132578349,0.040315348668503496,6.958107096454173,45.98347135097777,0.646875,11.576962310752235,65.625,0.6125,725,9.03125,0.0775,1.3125,2.3375,4.4375,4.2125,0.9928125,196.875,0.14423076923076925,0.96875,5,7
21,0.5835913828951552,8.902213187182566,6.600267485827098,15.935594186853221,46.5182694153687,21.875,0.4175,26.28125,2.8625,1.5125,0.9953125,6.5625,42.25809700424273,0.8906415996306388,0.953125,0.15813999750697738,0.054268523600176435,0.3755635385652969,0.0054708845289033825,4.20616329962115,1.21875,0.084375,0.14375,7.959396800772482,157.89233573300575,NA,1.7302623913303115,0.4009387464968915,0.5227292080054858,1.9410299716925747,28.527349284368306,6.117891194260362,-3.5784124127331123,0.258581726235065,8.227338698809273,51.40568704459171,0.796875,14.417903418834095,15.625,0.4925,325,20.53125,0.1975,2.3125,1.7374999999999998,2.6375,2.4124999999999996,0.9978125,70.875,0.29807692307692313,0.46875,15,2
22,0.36374928478652635,8.295694126712501,2.4301774208041755,13.365191238675793,46.5865859383086,96.875,0.47750000000000004,9.03125,3.7625,2.4124999999999996,0.9928125,3.0625,49.390462956150344,0.8637818723214915,0.578125,0.1731733690250394,0.06431403109580784,0.43490489529263476,0.007105404836774132,7.855940934296837,1.46875,0.009375000000000001,0.19374999999999998,14.189538273196066,52.551963245430905,NA,1.5563302047545977,0.579565492944373,0.1267230755796939,1.1678091423386556,11.508011376928925,9.607937936334439,-2.920867837744444,0.12042973260358089,7.388047499681815,40.84907253031339,0.871875,17.748047537504423,40.625,0.5525,125,14.78125,0.1375,2.8125,1.4375,3.5375,3.3125,0.9953125,133.875,0.22115384615384617,0.21875,20,10
23,0.16680314501569402,9.635201058092246,0.8460385517473611,15.255768174605013,46.724070910650084,46.875,0.5975,20.53125,1.9625,4.2125,0.9978125,-3.9375,35.81034699137156,0.771974427986747,0.828125,0.20559509634706352,0.09797058207358378,0.3072442745794914,0.004738811497167371,5.73032413258253,1.96875,0.059375000000000004,0.29374999999999996,10.688151971750361,118.03173679218716,NA,1.859139653972994,0.7682054451016934,0.3997992977743571,0.11526708890791697,49.09548814450246,19.313659337108255,-4.276421761147928,0.6511197227639728,6.501708500633804,48.613649650932445,0.721875,12.961966132418775,90.625,0.4325,525,26.28125,0.0175,1.8125,2.0375,1.7374999999999998,1.5125,0.9903125,7.875,0.375,0.71875,10,5
24,0.14070085599478124,7.719253899504327,1.6457680495087295,16.16307807346235,46.696841057828316,40.625,0.5225,7.59375,4.8875,3.0875,0.9984375,-6.5625,37.52590537847739,0.8701940686633398,0.984375,0.1626058618418107,0.05114649546318346,0.4194220032970437,0.004227281165246262,6.984200584044295,1.65625,0.065625,0.10625000000000001,10.232741645812014,65.94791144596522,NA,1.4586857331970036,0.8007090088250253,0.2611324762964708,1.0236136094634678,24.301082473940138,0.6863406628917446,-4.509990169249582,0.058254248576920784,7.0606481731533695,52.339960676998324,0.853125,12.633001711061423,59.375,0.5375,875,16.21875,0.0325,2.1875,1.9625,4.6625,4.4375,0.9921875,55.125,0.08653846153846154,0.90625,19,1
25,0.33457995700254983,9.058760830884072,0.3632124764446997,14.787627086759338,46.57199525936756,90.625,0.4025,19.09375,3.0875,4.8875,0.9934375,0.4375,51.75660096056231,0.8000961764512075,0.734375,0.18984008570854438,0.07186164749288981,0.28146838368132954,0.005704209878490036,4.723930344359541,1.15625,0.015625,0.20625,13.638545780485956,126.1086465884535,NA,1.8265591162324464,0.6041805449367772,0.4878150097194901,3.54280562922615,-27.363438722040105,10.392062063665561,-3.0977499346782746,0.3149595150898838,5.791416570798269,46.690999738713096,0.703125,16.24994353241147,9.375,0.4175,475,4.71875,0.1525,1.1875,2.5625,2.8625,2.6375,0.9971875,181.125,0.2403846153846154,0.40625,9,6
26,0.4904552617901846,8.452241770414007,0.9864709787038495,15.41042135578073,46.49103956254693,15.625,0.4625,13.34375,3.9875,3.9875,0.9959375,3.9375,27.67633381121867,0.8433113033606241,0.859375,0.21760061852612889,0.0876744507059215,0.4924222811840394,0.0049071181564490024,8.272850192390772,1.40625,0.09062500000000001,0.25625,11.904840219884338,96.60138523204942,NA,1.972656138668228,0.47674254593865273,0.37289757228082115,1.7011138187432229,42.8789487071984,13.882108805739637,-3.7372021093287877,0.14668666164269983,6.630707769925727,49.24880843731515,0.6281249999999999,14.010890147004872,34.375,0.5975,275,21.96875,0.2125,1.6875,2.2625,3.7625,3.5375,0.9996875,118.125,0.16346153846153846,0.15625,4,4
27,0.2367702618454271,9.927358079352976,2.8335582270730364,13.895722077187287,46.62852453488841,65.625,0.5825,24.84375,2.1875,2.1875,0.9909375,-3.0625,43.859567062511275,0.8988557419748561,0.609375,0.17635292256088125,0.061933939479947436,0.36059804597216305,0.003088978117702916,5.996155803113141,1.90625,0.040625,0.15625,17.48595072383917,174.03815882972572,NA,1.6956988526701267,0.6931672134494562,0.7040275984514806,0.515073863804687,6.800206326240609,7.10433918872222,-2.1819891026964635,0.9408448999192593,7.517046768973739,43.02795641078585,0.778125,11.147376864460197,84.375,0.47750000000000004,675,10.46875,0.09249999999999999,2.6875,1.6625,1.9625,1.7374999999999998,0.9946875,244.125,0.3173076923076923,0.65625,14,9
28,0.19088237125722682,8.127921824890374,0.7053941702589915,16.993605615052765,46.538917484791185,53.125,0.5525,16.21875,4.4375,3.5375,0.9971875,2.1875,40.696131796143945,0.9255359506141646,0.671875,0.15235509502934902,0.06671981922178427,0.5727441780620726,0.0038179832762603515,5.441286348911039,1.28125,0.003125,0.23124999999999998,14.860559779692332,82.65063297105361,NA,1.7629359546662922,0.9193772155031086,0.18717584544202825,2.2461008134469234,15.900844876183543,8.813989453356061,-2.723578238852072,0.09748439803903419,6.348988062536973,55.7509274696866,0.665625,9.70995821409838,71.875,0.3875,375,24.84375,0.2425,1.9375,1.8125,2.4124999999999996,3.0875,0.9934375,212.625,0.20192307692307693,0.53125,11,5
29,0.3970191306149541,9.413661907780138,2.1175936209072836,15.103028679123547,46.65875206235177,3.125,0.4325,4.71875,2.6375,1.7374999999999998,0.9921875,-4.8125,58.85107870261655,0.8572769617318745,0.921875,0.18276265155707683,0.04074644801944004,0.3901173338742951,0.005267102695336473,7.52875447234973,1.78125,0.053125000000000006,0.13125,11.107908574616365,145.4270704523357,NA,2.0911987273352786,0.6492460478550789,0.42745483615517776,0.7607642319150079,57.293613135024046,16.590054486517683,-4.079132162255556,0.49254177707062224,7.272391827089896,47.98635034906755,0.815625,13.295266953366228,21.875,0.5075000000000001,775,13.34375,0.12249999999999998,2.9375,2.4125,4.2125,4.8875,0.9984375,86.625,0.3557692307692308,0.03125,1,10
30,0.28333113710542857,6.910430168657459,4.3193408571801575,15.743444036461048,46.77222569535876,78.125,0.4925,21.96875,3.5375,2.6375,0.9996875,-1.3125,33.880423243238155,0.8263016814171487,0.546875,0.19895170968107456,0.05699871641909104,0.4515853040781783,0.006377886122726098,3.306347387711362,1.53125,0.028125,0.18125,12.717460290702547,110.56264903216133,NA,1.8934117421169467,0.5521105168983066,0.31915464766526114,0.26328434390979194,-4.667293983950614,12.011250326608627,-3.4215875872668877,0.021026650349696554,7.871168847444944,50.61652864902222,0.890625,14.885839250849385,46.875,0.4475,575,19.09375,0.0625,2.4375,2.1125,1.5125,2.1875,0.9959375,149.625,0.125,0.28125,6,3
31,0.06797191873156072,8.751601489530318,1.2872843220819046,14.423202666875339,46.60062337044907,28.125,0.6125,10.46875,1.7374999999999998,4.4375,0.9946875,5.6875,47.36119023751902,0.8833996799470257,0.796875,0.16990093815688254,0.078095327945093,0.3273891480714267,0.004572355617824335,6.492598776861172,1.03125,0.078125,0.28125,9.050568088547887,248.3237672523233,NA,1.6134526896773125,0.740750469055627,0.5637130375803437,1.3249922252384252,32.92018278362292,4.95004915375209,-5.362731867421651,0.21388919749068278,6.854281274176016,45.194312955408286,0.740625,11.952694852004726,96.875,0.5675,175,7.59375,0.1825,1.4375,1.5125,3.3125,3.9875,0.9909375,23.625,0.27884615384615385,0.78125,16,8
32,0.0809330075258829,8.083373865059103,1.9219185524327458,15.371363025616253,46.654710075451135,64.0625,0.44375,19.453125,3.48125,1.5687499999999999,0.99203125,-5.03125,39.52668882187542,0.8182561480036926,0.5546875,0.16551590546662678,0.08333962495104652,0.27332699056141135,0.006850216705978962,6.1859332396560855,1.890625,0.0546875,0.265625,10.578520294676382,119.98411990871284,NA,1.8026790150066268,0.6765469295490881,0.4490701012535222,4.0470992591337405,25.34860091064267,17.088985689981335,-3.3822301254209046,0.46291801605672905,6.20522535226119,42.62881144801493,0.6609375,11.026179238214716,76.5625,0.54125,812.5,25.921875,0.24625,2.53125,2.4312500000000004,4.15625,1.79375,0.99953125,19.6875,0.16826923076923078,0.296875,1,5
33,0.28938773106642024,9.36442786780784,0.5944356277378796,13.798535295604148,46.53413586276841,14.0625,0.56375,7.953125,1.68125,3.36875,0.99703125,1.96875,55.5880178710306,0.8783216458185019,0.8046875,0.19289067658204928,0.06012986275089729,0.41567453255714104,0.004697183844946764,8.737377420321701,1.390625,0.004687500000000001,0.165625,14.043174050100628,56.80732776743153,NA,2.2832028531397888,0.42693288853834604,0.21840827314442823,1.0586568600840403,-22.391872818834546,9.014504578528438,-5.175939722773443,0.09216375672834437,7.19094759098721,49.088396337177244,0.8109375,13.91567589848895,26.5625,0.42125,412.5,14.421875,0.12625,1.53125,1.83125,2.35625,3.59375,0.99453125,145.6875,0.32211538461538464,0.796875,11,10
34,0.40624650452957534,6.634281801857888,1.1698185048191807,16.101516257115726,46.597144065987074,89.0625,0.50375,25.203125,4.38125,4.26875,0.99453125,5.46875,32.15883686097332,0.9122614369076012,0.6796875,0.1787270658776926,0.048315962090363956,0.35674251814966285,0.003985064356657027,5.024510615194725,1.140625,0.07968750000000001,0.115625,7.415179588464576,161.49271196008573,NA,1.9405607976210115,0.5859282659526149,0.6015967947067298,0.5455136894957537,44.31855747984707,5.266091218494772,-2.6694891217946006,0.20409196501517665,7.7139191898540025,46.519613900057934,0.8859375,16.019685183230735,1.5625,0.6012500000000001,212.5,20.171875,0.06624999999999999,1.03125,1.53125,3.2562499999999996,2.6937499999999996,0.99203125,82.6875,0.09134615384615385,0.546875,16,2
35,0.19672034689008386,8.714385914587828,3.5819335919117017,14.745896789194786,46.755712772221514,39.0625,0.38375,13.703125,2.58125,2.46875,0.99953125,-1.53125,45.982419249870674,0.8522413756318526,0.9296875,0.1372645136218758,0.06985613538965985,0.486423897274487,0.005417720558468965,7.177964229249231,1.640625,0.029687500000000002,0.215625,12.203420574394322,91.4616896076748,NA,1.6676395919314826,0.7757325292536353,0.3394941166657568,1.7567295266965226,8.017132250826428,12.225482624927581,-4.03340970624128,0.01484814615752485,6.77390403076255,52.08712702520418,0.7359375,12.550466400231691,51.5625,0.48125,612.5,8.671875,0.18625,2.03125,2.13125,1.4562499999999998,4.49375,0.99703125,208.6875,0.2451923076923077,0.046875,6,7
