parameter,response_var,gradient_var,target,r_squared,adj_r_squared,p_value,slope,intercept,n_sites
leafC,NPP,twi,variance_explained,0.2936476593706408,0.2800639605123839,2.3167547778638506e-5,0.08125574558946942,1.0638682986321613,54
leafC,TotSoilCarb,MAT,elasticity,0.013695789726243947,-0.005271598932866661,0.39936110769397204,3.232669997480319,-12.22434641809062,54
leafC,TotSoilCarb,MAT,variance_explained,0.01369578972624394,-0.005271598932866661,0.3993611076939727,-0.046008020963416135,7.382041457172841,54
leafC,TotSoilCarb,MAP,elasticity,0.06490846179519358,0.046925932214332056,0.06300128176435453,-0.008292941380594396,84.63536901091501,54
leafC,TotSoilCarb,MAP,variance_explained,0.06490846179519348,0.046925932214331945,0.06300128176435464,1.180268388620424e-4,6.0035141650453845,54
leafC,TotSoilCarb,clay,elasticity,0.06362896100507634,0.04562182563978934,0.06574716114644008,-3.0707229516213257,121.89976035018752,54
leafC,TotSoilCarb,clay,variance_explained,0.06362896100507633,0.04562182563978934,0.06574716114643978,0.04370315746462071,5.473159721423695,54
leafC,TotSoilCarb,ocd,elasticity,0.10786011710047193,0.09070358089086572,0.015325698790815412,-0.36362399689270725,168.87883651538627,54
leafC,TotSoilCarb,ocd,variance_explained,0.10786011710047189,0.09070358089086561,0.015325698790815533,0.005175171138681221,4.804543895269131,54
leafC,TotSoilCarb,twi,elasticity,0.29364765937064097,0.28006396051238414,2.316754777863842e-5,-21.3269556461275,361.7128934090321,54
leafC,TotSoilCarb,twi,variance_explained,0.29364765937064086,0.280063960512384,2.3167547778638506e-5,0.3035295972733621,2.060090134465025,54
Amax,AbvGrndWood,MAT,elasticity,0.013695789726243943,-0.005271598932866661,0.3993611076939785,-0.025090117658589976,8.260610721648183,54
Amax,AbvGrndWood,MAT,variance_explained,0.013695789726243971,-0.005271598932866661,0.39936110769397126,0.05034410238867003,0.0023200129152566554,54
Amax,AbvGrndWood,MAP,elasticity,0.06490846179519356,0.046925932214332056,0.06300128176435404,6.436502183553702e-5,7.508841546821946,54
Amax,AbvGrndWood,MAP,variance_explained,0.06490846179519358,0.046925932214332056,0.0630012817643539,-1.2915042064092565e-4,1.510768272309538,54
Amax,AbvGrndWood,clay,elasticity,0.06362896100507649,0.04562182563978956,0.06574716114644033,0.02383317821279769,7.219616861374051,54
Amax,AbvGrndWood,clay,variance_explained,0.06362896100507642,0.04562182563978945,0.06574716114644062,-0.04782201424957038,2.09110661012257,54
Amax,AbvGrndWood,ocd,elasticity,0.10786011710047197,0.09070358089086572,0.015325698790815384,0.0028222394715934646,6.854992402522559,54
Amax,AbvGrndWood,ocd,variance_explained,0.1078601171004719,0.09070358089086572,0.015325698790815497,-0.0056629113843394375,2.8227369412201977,54
Amax,AbvGrndWood,twi,elasticity,0.29364765937064125,0.28006396051238436,2.3167547778637906e-5,0.16552751344181527,5.358325814279403,54
Amax,AbvGrndWood,twi,variance_explained,0.2936476593706409,0.28006396051238414,2.316754777863842e-5,-0.3321361102507039,5.825845056754167,54
Amax,NPP,MAT,elasticity,0.013695789726244025,-0.005271598932866439,0.3993611076939818,0.006451266280577385,3.1055159837010256,54
Amax,NPP,MAT,variance_explained,0.01369578972624398,-0.005271598932866661,0.3993611076939724,0.052001039959349876,-0.04421402076186448,54
Amax,NPP,MAP,elasticity,0.06490846179519381,0.04692593221433228,0.0630012817643539,-1.6549778708354045e-5,3.298813727232076,54
Amax,NPP,MAP,variance_explained,0.0649084617951935,0.046925932214331945,0.0630012817643542,-1.334010512823654e-4,1.5138806614670313,54
Amax,NPP,clay,elasticity,0.06362896100507646,0.04562182563978945,0.06574716114644086,-0.006128077239628812,3.373180276091276,54
Amax,NPP,clay,variance_explained,0.06362896100507641,0.04562182563978945,0.06574716114644036,-0.04939594423056336,2.1133192384342903,54
Amax,NPP,ocd,elasticity,0.10786011710047225,0.09070358089086605,0.01532569879081526,-7.256649245952088e-4,3.4669339008638205,54
Amax,NPP,ocd,variance_explained,0.10786011710047172,0.0907035808908655,0.015325698790815474,-0.005849290526819789,2.869029168252054,54
Amax,NPP,twi,elasticity,0.2936476593706417,0.2800639605123848,2.3167547778637608e-5,-0.04256106250699118,3.8517624945509557,54
Amax,NPP,twi,variance_explained,0.2936476593706409,0.28006396051238414,2.316754777863868e-5,-0.34306745619873946,5.97097632211123,54
Amax,TotSoilCarb,MAT,elasticity,0.013695789726243955,-0.005271598932866661,0.3993611076939708,-0.02902550941593574,4.307014105237362,54
Amax,TotSoilCarb,MAT,variance_explained,0.013695789726243942,-0.005271598932866661,0.39936110769397193,-0.05010629857323698,8.112763610948987,54
Amax,TotSoilCarb,MAP,elasticity,0.06490846179519359,0.046925932214332056,0.06300128176435464,7.446069296150311e-5,3.437329731515088,54
Amax,TotSoilCarb,MAP,variance_explained,0.06490846179519358,0.046925932214332056,0.06300128176435434,1.2854036978420183e-4,6.611440610213564,54
Amax,TotSoilCarb,clay,elasticity,0.06362896100507642,0.04562182563978945,0.06574716114644022,0.027571418677280902,3.102740075738215,54
Amax,TotSoilCarb,clay,variance_explained,0.06362896100507637,0.04562182563978945,0.06574716114644077,0.04759612369018683,6.03384354028348,54
Amax,TotSoilCarb,ocd,elasticity,0.10786011710047194,0.09070358089086572,0.015325698790815518,0.0032649084978967693,2.68092417165652,54
Amax,TotSoilCarb,ocd,variance_explained,0.10786011710047191,0.09070358089086572,0.01532569879081562,0.005636162234592788,5.305669115160269,54
Amax,TotSoilCarb,twi,elasticity,0.29364765937064097,0.28006396051238414,2.316754777863863e-5,0.19149054880405697,0.9495050232614735,54
Amax,TotSoilCarb,twi,variance_explained,0.29364765937064097,0.28006396051238414,2.316754777863863e-5,0.3305672425876968,2.3167463864769453,54
AmaxFrac,AbvGrndWood,MAT,elasticity,0.013695789726243938,-0.005271598932866661,0.3993611076939716,-0.06080298883392636,6.46994806274639,54
AmaxFrac,AbvGrndWood,MAT,variance_explained,0.013695789726243943,-0.005271598932866661,0.3993611076939735,-0.03328260024636593,3.2499350012845185,54
AmaxFrac,AbvGrndWood,MAP,elasticity,0.06490846179519354,0.046925932214331945,0.06300128176435434,1.5598116187476906e-4,4.648122698487888,54
AmaxFrac,AbvGrndWood,MAP,variance_explained,0.06490846179519359,0.046925932214332056,0.06300128176435427,8.538163593933342e-5,2.252696436533682,54
AmaxFrac,AbvGrndWood,clay,elasticity,0.06362896100507637,0.04562182563978945,0.06574716114644057,0.05775694193500774,3.9472202332591793,54
AmaxFrac,AbvGrndWood,clay,variance_explained,0.06362896100507637,0.04562182563978945,0.06574716114644048,0.03161524205867408,1.8690334454656627,54
AmaxFrac,AbvGrndWood,ocd,elasticity,0.1078601171004718,0.09070358089086561,0.015325698790815577,0.006839369883114554,3.063595166139059,54
AmaxFrac,AbvGrndWood,ocd,variance_explained,0.10786011710047194,0.09070358089086572,0.015325698790815497,0.003743763557059304,1.3853509745767016,54
AmaxFrac,AbvGrndWood,twi,elasticity,0.29364765937064086,0.280063960512384,2.3167547778638506e-5,0.4011367219740551,-0.5634026459617592,54
AmaxFrac,AbvGrndWood,twi,variance_explained,0.293647659370641,0.28006396051238414,2.3167547778638808e-5,0.21957593561832828,-0.6000106102676193,54
AmaxFrac,NPP,MAT,elasticity,0.013695789726243973,-0.005271598932866661,0.3993611076939745,-0.04273218405306015,4.489569838293817,54
AmaxFrac,NPP,MAT,variance_explained,0.01369578972624396,-0.005271598932866661,0.3993611076939726,-0.030595871045747104,2.9874931086984895,54
AmaxFrac,NPP,MAP,elasticity,0.0649084617951936,0.046925932214332056,0.0630012817643548,1.0962315908924058e-4,3.2091956614476063,54
AmaxFrac,NPP,MAP,variance_explained,0.0649084617951936,0.046925932214332056,0.06300128176435434,7.848922570765787e-5,2.0707563662832404,54
AmaxFrac,NPP,clay,elasticity,0.0636289610050764,0.04562182563978945,0.06574716114644041,0.04059143013265088,2.716603212921702,54
AmaxFrac,NPP,clay,variance_explained,0.06362896100507638,0.04562182563978945,0.0657471611464403,0.029063109911698925,1.718064469831296,54
AmaxFrac,NPP,ocd,elasticity,0.1078601171004718,0.09070358089086561,0.015325698790815466,0.004806691550155115,2.0955937900920407,54
AmaxFrac,NPP,ocd,variance_explained,0.10786011710047186,0.09070358089086561,0.015325698790815563,0.0034415492230076114,1.2734271399092523,54
AmaxFrac,NPP,twi,elasticity,0.2936476593706412,0.28006396051238436,2.316754777863868e-5,0.28191785572672656,-0.45345093680564846,54
AmaxFrac,NPP,twi,variance_explained,0.2936476593706409,0.28006396051238414,2.3167547778638506e-5,0.20185072564037934,-0.5516666502224077,54
AmaxFrac,TotSoilCarb,MAT,elasticity,0.013695789726243938,-0.005271598932866661,0.3993611076939726,-0.025183717914597843,2.4337318580948804,54
AmaxFrac,TotSoilCarb,MAT,variance_explained,0.013695789726243945,-0.005271598932866661,0.3993611076939685,-0.019541460543830002,2.5410916514885087,54
AmaxFrac,TotSoilCarb,MAP,elasticity,0.06490846179519354,0.046925932214331945,0.0630012817643544,6.460513958244098e-5,1.679158161258029,54
AmaxFrac,TotSoilCarb,MAP,variance_explained,0.06490846179519337,0.046925932214331834,0.06300128176435464,5.013075473447423e-5,1.955575558346362,54
AmaxFrac,TotSoilCarb,clay,elasticity,0.06362896100507642,0.04562182563978945,0.06574716114644041,0.02392208937744612,1.3888545049989947,54
AmaxFrac,TotSoilCarb,clay,variance_explained,0.06362896100507644,0.04562182563978945,0.06574716114643998,0.018562492134029288,1.7303126538080642,54
AmaxFrac,TotSoilCarb,ocd,elasticity,0.10786011710047183,0.09070358089086561,0.015325698790815518,0.0028327680127765006,1.0228697917573288,54
AmaxFrac,TotSoilCarb,ocd,variance_explained,0.10786011710047186,0.09070358089086561,0.015325698790815518,0.00219810373270611,1.4463245684224957,54
AmaxFrac,TotSoilCarb,twi,elasticity,0.29364765937064086,0.280063960512384,2.316754777863829e-5,0.16614502420223773,-0.47938020497054346,54
AmaxFrac,TotSoilCarb,twi,variance_explained,0.29364765937064086,0.280063960512384,2.316754777863863e-5,0.12892125165997464,0.28064445964833545,54
veg_respiration_Q10,AbvGrndWood,MAT,elasticity,0.013695789726243933,-0.005271598932866661,0.39936110769397226,0.02901770718729425,4.083475205675177,54
veg_respiration_Q10,AbvGrndWood,MAT,variance_explained,0.013695789726243968,-0.005271598932866661,0.39936110769397315,-0.010156540684663325,1.1680026079224919,54
veg_respiration_Q10,AbvGrndWood,MAP,elasticity,0.06490846179519351,0.046925932214331945,0.06300128176435411,-7.444067748673738e-5,4.952925803092875,54
veg_respiration_Q10,AbvGrndWood,MAP,variance_explained,0.0649084617951935,0.046925932214331945,0.06300128176435411,2.6055117470445786e-5,0.8636846165325901,54
veg_respiration_Q10,AbvGrndWood,clay,elasticity,0.0636289610050764,0.04562182563978945,0.06574716114644065,-0.027564007316832187,5.287425519190894,54
veg_respiration_Q10,AbvGrndWood,clay,variance_explained,0.06362896100507637,0.04562182563978945,0.06574716114644057,0.009647728538261149,0.7466057600388752,54
veg_respiration_Q10,AbvGrndWood,ocd,elasticity,0.10786011710047186,0.09070358089086561,0.015325698790815466,-0.0032640308711778475,5.709128036662176,54
veg_respiration_Q10,AbvGrndWood,ocd,variance_explained,0.10786011710047196,0.09070358089086572,0.015325698790815443,0.0011424494059830688,0.5990048917870441,54
veg_respiration_Q10,AbvGrndWood,twi,elasticity,0.29364765937064113,0.28006396051238436,2.3167547778638506e-5,-0.1914390750117102,7.440081769347328,54
veg_respiration_Q10,AbvGrndWood,twi,variance_explained,0.29364765937064113,0.28006396051238436,2.3167547778638506e-5,0.06700594025023843,-0.0068493852519239,54
veg_respiration_Q10,NPP,MAT,elasticity,0.01369578972624398,-0.005271598932866661,0.3993611076939736,-0.024345820117405558,3.4615922228812908,54
veg_respiration_Q10,NPP,MAT,variance_explained,0.01369578972624394,-0.005271598932866661,0.3993611076939736,-0.013220583610542612,1.450312653932387,54
veg_respiration_Q10,NPP,MAP,elasticity,0.06490846179519351,0.046925932214331945,0.06300128176435499,6.245563551290688e-5,2.7321242566813106,54
veg_respiration_Q10,NPP,MAP,variance_explained,0.06490846179519356,0.046925932214332056,0.06300128176435475,3.391547079811218e-5,1.0541874795964221,54
veg_respiration_Q10,NPP,clay,elasticity,0.06362896100507637,0.04562182563978945,0.06574716114644011,0.02312616774023709,2.45147941231499,54
veg_respiration_Q10,NPP,clay,variance_explained,0.06362896100507644,0.04562182563978945,0.06574716114644036,0.012558272127487448,0.9017880692697168,54
veg_respiration_Q10,NPP,ocd,elasticity,0.10786011710047198,0.09070358089086572,0.015325698790815542,0.002738517827561147,2.0976715264215007,54
veg_respiration_Q10,NPP,ocd,variance_explained,0.1078601171004718,0.09070358089086561,0.015325698790815518,0.0014871055373628498,0.709658713389851,54
veg_respiration_Q10,NPP,twi,elasticity,0.29364765937064097,0.28006396051238414,2.3167547778638205e-5,0.16061714502786026,0.6454035048475294,54
veg_respiration_Q10,NPP,twi,variance_explained,0.29364765937064113,0.28006396051238436,2.316754777863842e-5,0.08722040928945142,-0.07897073969681724,54
veg_respiration_Q10,TotSoilCarb,MAT,elasticity,0.013695789726243964,-0.005271598932866661,0.39936110769397515,9.854664995486149e-4,0.1461375272244695,54
veg_respiration_Q10,TotSoilCarb,MAT,variance_explained,0.013695789726244,-0.005271598932866661,0.3993611076939739,0.01797201658377953,6.638617070890346,54
veg_respiration_Q10,TotSoilCarb,MAP,elasticity,0.06490846179519352,0.046925932214331945,0.06300128176435427,-2.52806996064127e-6,0.1756648234797312,54
veg_respiration_Q10,TotSoilCarb,MAP,variance_explained,0.06490846179519345,0.046925932214331945,0.06300128176435434,-4.610457613567842e-5,7.1771082912583655,54
veg_respiration_Q10,TotSoilCarb,clay,elasticity,0.06362896100507637,0.04562182563978945,0.0657471611464408,-9.360975913336463e-4,0.1870247239086478,54
veg_respiration_Q10,TotSoilCarb,clay,variance_explained,0.06362896100507642,0.04562182563978945,0.0657471611464406,-0.017071672596876933,7.384279533499566,54
veg_respiration_Q10,TotSoilCarb,ocd,elasticity,0.1078601171004721,0.09070358089086583,0.015325698790815518,-1.1084931887543099e-4,0.20134610709240358,54
veg_respiration_Q10,TotSoilCarb,ocd,variance_explained,0.1078601171004718,0.09070358089086561,0.015325698790815542,-0.002021566230858593,7.64545952916559,54
veg_respiration_Q10,TotSoilCarb,twi,elasticity,0.29364765937064113,0.28006396051238436,2.316754777863842e-5,-0.006501436998827448,0.260130796896454,54
veg_respiration_Q10,TotSoilCarb,twi,variance_explained,0.2936476593706409,0.28006396051238414,2.316754777863829e-5,-0.1185671289839318,8.717519736706526,54
dVpdExp,AbvGrndWood,MAT,elasticity,0.013695789726243924,-0.005271598932866661,0.3993611076939714,0.03002358864898748,3.649775358318081,54
dVpdExp,AbvGrndWood,MAT,variance_explained,0.01369578972624397,-0.005271598932866661,0.3993611076939714,-0.037026416514679306,5.720229252208536,54
dVpdExp,AbvGrndWood,MAP,elasticity,0.06490846179519336,0.046925932214331834,0.06300128176435456,-7.702111904252546e-5,4.549364940603042,54
dVpdExp,AbvGrndWood,MAP,variance_explained,0.06490846179519358,0.046925932214332056,0.06300128176435475,9.498584820876896e-5,4.610815618969437,54
dVpdExp,AbvGrndWood,clay,elasticity,0.06362896100507641,0.04562182563978945,0.06574716114644011,-0.028519497142097165,4.89545988926692,54
dVpdExp,AbvGrndWood,clay,variance_explained,0.06362896100507638,0.04562182563978945,0.06574716114644033,0.035171504390035885,4.1839960314552895,54
dVpdExp,AbvGrndWood,ocd,elasticity,0.1078601171004719,0.09070358089086572,0.01532569879081562,-0.003377176548833228,5.331780472250261,54
dVpdExp,AbvGrndWood,ocd,variance_explained,0.10786011710047184,0.09070358089086561,0.015325698790815533,0.0041648833856149795,3.645906203875209,54
dVpdExp,AbvGrndWood,twi,elasticity,0.29364765937064086,0.280063960512384,2.3167547778638506e-5,-0.19807519603102652,7.122736680648555,54
dVpdExp,AbvGrndWood,twi,variance_explained,0.29364765937064086,0.280063960512384,2.316754777863868e-5,0.24427508634011577,1.4372198503888736,54
dVpdExp,NPP,MAT,elasticity,0.013695789726243945,-0.005271598932866661,0.39936110769397504,0.013783158439811158,2.3158249576585845,54
dVpdExp,NPP,MAT,variance_explained,0.01369578972624394,-0.005271598932866661,0.39936110769397204,-0.026328905885288433,4.721959345420714,54
dVpdExp,NPP,MAP,elasticity,0.06490846179519366,0.046925932214332056,0.06300128176435474,-3.535867412073984e-5,2.728806426609511,54
dVpdExp,NPP,MAP,variance_explained,0.06490846179519358,0.046925932214332056,0.06300128176435464,6.754295158245984e-5,3.9330726562152427,54
dVpdExp,NPP,clay,elasticity,0.06362896100507653,0.04562182563978956,0.06574716114644048,-0.013092663649537636,2.887690881376827,54
dVpdExp,NPP,clay,variance_explained,0.06362896100507644,0.04562182563978945,0.06574716114644041,0.02500990687451855,3.629567920746111,54
dVpdExp,NPP,ocd,elasticity,0.10786011710047193,0.09070358089086572,0.015325698790815412,-0.0015503862644798553,3.087995908071665,54
dVpdExp,NPP,ocd,variance_explained,0.10786011710047175,0.0907035808908655,0.015325698790815563,0.002961583458652673,3.246940657247081,54
dVpdExp,NPP,twi,elasticity,0.2936476593706412,0.28006396051238436,2.3167547778638205e-5,-0.09093189497799706,3.91018387060058,54
dVpdExp,NPP,twi,variance_explained,0.293647659370641,0.28006396051238414,2.3167547778638506e-5,0.17370019471962211,1.6763783235141365,54
dVpdExp,TotSoilCarb,MAT,elasticity,0.013695789726243957,-0.005271598932866661,0.3993611076939704,0.018860525576288555,2.3254911773773785,54
dVpdExp,TotSoilCarb,MAT,variance_explained,0.013695789726244086,-0.005271598932866439,0.3993611076939546,-0.002553081552556913,4.730917944754881,54
dVpdExp,TotSoilCarb,MAP,elasticity,0.06490846179519344,0.046925932214331834,0.063001281764355,-4.8383915813638135e-5,2.8906045794829733,54
dVpdExp,TotSoilCarb,MAP,variance_explained,0.06490846179519313,0.0469259322143315,0.06300128176435595,6.54955676630566e-6,4.654420574828334,54
dVpdExp,TotSoilCarb,clay,elasticity,0.06362896100507638,0.04562182563978945,0.06574716114643996,-0.017915669960711082,3.10801805085091,54
dVpdExp,TotSoilCarb,clay,variance_explained,0.06362896100507624,0.045621825639789226,0.06574716114643953,0.0024251798441869807,4.6249900947082745,54
dVpdExp,TotSoilCarb,ocd,elasticity,0.10786011710047176,0.0907035808908655,0.0153256987908157,-0.0021215093711676905,3.382110385748921,54
dVpdExp,TotSoilCarb,ocd,variance_explained,0.10786011710047108,0.09070358089086483,0.015325698790815991,2.8718109774809945e-4,4.587887200565967,54
dVpdExp,TotSoilCarb,twi,elasticity,0.2936476593706408,0.2800639605123839,2.3167547778638506e-5,-0.12442890636584593,4.507171609089653,54
dVpdExp,TotSoilCarb,twi,variance_explained,0.29364765937063975,0.2800639605123829,2.3167547778640173e-5,0.016843493791437316,4.435591706827479,54
GDD,AbvGrndWood,MAT,elasticity,0.013695789726243959,-0.005271598932866661,0.39936110769397326,0.2975679361787507,1.3451552099714863,54
GDD,AbvGrndWood,MAT,variance_explained,0.013695789726243994,-0.005271598932866661,0.39936110769397315,0.06227771007885467,1.5402683943360465,54
GDD,AbvGrndWood,MAP,elasticity,0.06490846179519351,0.046925932214331945,0.0630012817643545,-7.633669546839866e-4,10.26111187784532,54
GDD,AbvGrndWood,MAP,variance_explained,0.0649084617951936,0.046925932214332056,0.0630012817643545,-1.5976434322221284e-4,3.4062804773849624,54
GDD,AbvGrndWood,clay,elasticity,0.06362896100507646,0.04562182563978945,0.06574716114644065,-0.2826606773975985,13.69130674228481,54
GDD,AbvGrndWood,clay,variance_explained,0.06362896100507646,0.04562182563978945,0.06574716114644022,-0.05915778408022371,4.124182695025824,54
GDD,AbvGrndWood,ocd,elasticity,0.10786011710047194,0.09070358089086572,0.015325698790815466,-0.033471663480890264,18.015740337102343,54
GDD,AbvGrndWood,ocd,variance_explained,0.10786011710047189,0.09070358089086561,0.015325698790815563,-0.007005252584968272,5.029239285234267,54
GDD,AbvGrndWood,twi,elasticity,0.293647659370641,0.28006396051238414,2.3167547778638506e-5,-1.9631506406594073,35.76615481787011,54
GDD,AbvGrndWood,twi,variance_explained,0.2936476593706411,0.28006396051238425,2.316754777863842e-5,-0.4108659286686779,8.744206633560083,54
GDD,NPP,MAT,elasticity,0.013695789726243968,-0.005271598932866661,0.3993611076939716,0.2186380530451098,-0.21992637044021673,54
GDD,NPP,MAT,variance_explained,0.013695789726243949,-0.005271598932866661,0.39936110769397315,0.06526834439936523,1.279793035028183,54
GDD,NPP,MAP,elasticity,0.06490846179519356,0.046925932214332056,0.06300128176435517,-5.608839005786632e-4,6.331073148968685,54
GDD,NPP,MAP,variance_explained,0.06490846179519358,0.046925932214332056,0.06300128176435474,-1.6743637752516326e-4,3.2354127765954916,54
GDD,NPP,clay,elasticity,0.06362896100507637,0.04562182563978945,0.06574716114644041,-0.2076849440576113,8.851408963227497,54
